timestamp,open,high,low,close,volume,PC1,PC2,kmeans_regime,hmm_regime
2020-02-12,10270.01,10483.86,10250.0,10351.13,13740.9848527,4.497719916915313,-1.3479365295062307,1,1
2020-02-13,10351.13,10522.51,10083.1,10236.49,17101.28534969,4.052648093147629,-1.6458279868636092,1,0
2020-02-14,10236.49,10395.66,10102.5,10371.33,8026.49620683,4.313602528537573,-1.4427674330516846,1,1
2020-02-15,10371.33,10400.0,9750.0,9911.22,12323.28859704,2.836546220745729,-2.4869291124341446,1,0
2020-02-16,9911.22,10048.34,9612.12,9921.0,9430.32887897,2.6983889729794592,-2.5811354058205054,1,1
2020-02-17,9920.52,9969.38,9467.0,9700.0,10144.62802455,1.9138560059070426,-3.14423554167358,2,0
2020-02-18,9700.0,10298.25,9610.27,10188.04,11606.56132767,3.1226012722472993,-2.2769307614853536,1,1
2020-02-19,10188.04,10315.0,9280.98,9600.08,16637.05014888,1.4023547649053052,-3.5109113181718743,2,0
2020-02-20,9593.48,9698.1,9393.39,9610.05,12382.01006133,1.4950078565228853,-3.466357378412331,2,1
2020-02-21,9610.05,9769.66,9566.98,9695.66,7073.36617743,1.5478935792348874,-3.4418509966683644,2,0
2020-02-22,9695.66,9722.97,9575.01,9668.23,3301.24362823,1.4501191938000568,-3.5210437415104328,2,1
2020-02-23,9668.23,10025.66,9667.13,9965.01,5631.93728472,2.271732128164281,-2.9339327832716537,2,0
2020-02-24,9965.0,10030.0,9474.74,9660.0,11274.83220813,1.3323639711400994,-3.6013425187413324,2,1
2020-02-25,9660.0,9681.56,9230.0,9305.0,9370.80406077,0.49329306422288793,-4.216537926369381,2,0
2020-02-26,9304.99,9375.36,8602.0,8778.3,21610.46289952,-0.3526017029440871,-4.8388902750823,2,1
2020-02-27,8778.3,8972.92,8520.0,8812.49,14781.02020263,-0.09184067712597678,-4.682022266107323,2,0
2020-02-28,8814.9,8899.94,8428.8,8708.89,13643.28590301,-0.1977534684719356,-4.7791483134197845,2,1
2020-02-29,8708.61,8799.0,8520.67,8525.07,5142.70830477,-0.39115907985613074,-4.949823679457233,2,0
2020-03-01,8523.33,8752.34,8400.0,8522.31,7353.13960471,-0.36067829727738,-4.951094260365803,2,1
2020-03-02,8522.3,8973.45,8487.33,8915.0,10216.69254477,0.5150131413807703,-4.33666894538877,2,0
2020-03-03,8919.21,8927.45,8635.31,8757.84,9152.7069265,0.17870857071745486,-4.591413606168864,2,1
2020-03-04,8757.83,8847.0,8670.57,8760.66,5688.58509691,0.2986341428418659,-4.521818814934671,2,0
2020-03-05,8759.99,9174.24,8759.99,9070.17,10073.31421239,1.1357182759244722,-3.9217839824807115,2,1
2020-03-06,9070.18,9182.08,9000.01,9158.51,6422.12885254,1.3546009435558288,-3.7534285698219785,2,0
2020-03-07,9158.51,9214.67,8850.47,8901.37,6478.25334502,0.7166631882239265,-4.2219909050740485,2,1
2020-03-08,8901.36,8901.37,8002.2,8037.76,16591.91410216,-1.1295454187043164,-5.575621319376269,2,0
2020-03-09,8037.73,8187.03,7630.0,7934.52,25563.61417462,-0.9688578164208514,-5.4751799689647305,2,1
2020-03-10,7934.56,8158.25,7733.56,7894.68,17172.47130109,-0.8541418979274692,-5.410226824688594,2,0
2020-03-11,7894.68,7987.97,7583.27,7938.05,13647.86513876,-0.6413125052807337,-5.266551581135021,2,1
2020-03-12,7938.05,7969.45,4644.0,4857.1,113902.20332904,-4.107549440822945,-7.8774872703402785,2,0
2020-03-13,4857.1,5995.0,3858.0,5637.6,130316.64684438,-1.1320510627993565,-5.876926215769075,2,1
2020-03-14,5630.93,5669.0,5050.0,5165.25,32760.12278053,-2.026847037196661,-6.543953373521418,2,0
2020-03-15,5161.16,5985.0,5085.91,5345.35,43763.76236813,-1.1273878191907898,-5.975527919011777,2,1
2020-03-16,5346.86,5350.3,4432.3,5037.61,80184.03685247,-1.6854433476297388,-6.402114237502265,2,0
2020-03-17,5039.95,5569.44,4935.6,5331.71,44347.15487325,-0.8287177057253443,-5.851881658358667,2,1
2020-03-18,5331.71,5452.82,5001.0,5413.64,37513.03523454,-0.7338348735678204,-5.81664432446645,2,0
2020-03-19,5413.88,6441.37,5261.69,6186.26,54666.67461085,0.9563865830729358,-4.6529969890860645,2,1
2020-03-20,6183.82,6990.0,5657.0,6206.1,53024.40103701,0.8955889185559578,-4.68750034224562,2,0
2020-03-21,6210.47,6470.0,5851.0,6198.78,23514.96653599,0.9264797353810056,-4.683148773159871,2,1
2020-03-22,6198.64,6420.0,5738.0,5818.25,28089.48698286,0.3633363065871046,-5.096534419621793,2,0
2020-03-23,5815.24,6641.03,5678.2,6490.63,42437.97070062,1.9341904570990522,-3.9908916426444536,2,1
2020-03-24,6493.58,6866.1,6403.16,6766.64,40618.19870698,2.301797511811906,-3.706180866097507,2,0
2020-03-25,6766.0,6983.31,6470.0,6690.96,31266.36827545,2.1937576530156115,-3.771969807089586,2,1
2020-03-26,6691.71,6795.0,6520.13,6758.18,17456.11705058,2.614459819225034,-3.4591300231252333,2,0
2020-03-27,6760.0,6880.0,6260.0,6372.36,20458.24402051,1.8731827769307927,-3.9680864306526415,2,1
2020-03-28,6372.36,6372.36,6030.0,6251.82,20353.8748456,1.8913984601554037,-3.942456933612464,2,0
2020-03-29,6251.45,6279.96,5870.46,5877.21,16111.23637843,1.0558996712481925,-4.554930308946649,2,1
2020-03-30,5878.98,6631.23,5853.0,6406.4,23659.80264153,2.422782284367047,-3.581166709289269,2,0
2020-03-31,6406.4,6524.79,6333.91,6424.35,11939.0253308,2.2148376154630407,-3.7093553837935094,2,1
2020-04-01,6424.02,6744.99,6160.0,6666.11,17900.2508585,3.173561216058709,-2.8795188737381556,1,0
2020-04-02,6666.11,7292.11,6570.92,6804.52,28761.00804113,3.4620979645187,-2.612109014315238,1,1
2020-04-03,6804.24,7050.0,6606.06,6741.99,14953.17963657,3.1980544294313042,-2.7813524562188356,1,0
2020-04-04,6741.99,7025.53,6658.16,6874.77,10217.67907796,3.4493925544058466,-2.5908578784122382,1,1
2020-04-05,6874.77,6925.0,6681.0,6778.25,8962.91059819,2.8818295847992084,-2.972975945604804,1,0
2020-04-06,6778.64,7373.37,6773.28,7341.56,27992.01318781,4.278309206406925,-1.9373947157135474,1,1
2020-04-07,7341.55,7466.0,7073.0,7200.01,22743.06622044,3.6008145212931764,-2.397196524007503,1,0
2020-04-08,7200.01,7430.0,7154.22,7370.11,15429.12191833,3.993636389711772,-2.077184909835963,1,1
2020-04-09,7370.38,7377.0,7110.0,7293.24,12369.84267516,3.7010896567089797,-2.278932265167223,1,0
2020-04-10,7293.23,7305.91,6750.0,6871.91,19671.19020798,2.5288163997959554,-3.127372378057345,2,1
2020-04-11,6871.83,6955.0,6775.0,6889.65,8066.07536876,2.5830435541044015,-3.0927627901971935,2,0
2020-04-12,6889.78,7200.0,6787.44,6908.13,12733.98839119,2.5795623750317622,-3.08265620351195,2,1
2020-04-13,6908.12,6908.13,6555.0,6861.21,22323.76661709,2.2434968029280187,-3.3173802710776936,2,0
2020-04-14,6860.51,6997.38,6771.41,6877.37,12868.6061641,2.3080855320608302,-3.277840695493153,2,1
2020-04-15,6876.92,6940.0,6605.89,6624.12,14753.81361034,1.1641213697437034,-4.126643780648071,2,0
2020-04-16,6623.62,7217.27,6456.0,7112.64,28117.55707545,2.841216199293365,-2.8866857103032366,1,1
2020-04-17,7114.76,7156.66,7000.0,7037.46,13514.57644149,2.4274076700647247,-3.1733772232262085,2,0
2020-04-18,7036.45,7308.0,7021.0,7261.76,11510.52116868,3.32747735271351,-2.48908364221184,1,1
2020-04-19,7262.04,7275.0,7063.02,7130.71,8887.88875146,2.7694827752650637,-2.8782167099236124,1,0
2020-04-20,7130.7,7227.11,6748.72,6838.19,18396.60555727,1.6835657997502498,-3.6690769032195387,2,1
2020-04-21,6837.22,6959.0,6776.0,6853.68,14467.84248756,1.65310003762943,-3.699337146737843,2,0
2020-04-22,6853.67,7167.37,6826.0,7136.84,13141.14072302,2.6426943483364567,-2.9659730790708103,2,1
2020-04-23,7136.81,7775.0,7031.14,7488.83,22759.36481812,3.733013070947607,-2.145432425934016,1,0
2020-04-24,7491.5,7612.24,7390.0,7514.64,13764.56695369,3.7590838764734626,-2.1075916552762197,1,1
2020-04-25,7514.99,7720.0,7437.94,7547.61,7443.79619621,3.9200811192216425,-1.9803904807780306,1,0
2020-04-26,7547.61,7715.0,7490.0,7706.4,9292.64077746,4.306157375822091,-1.6769040127373223,1,1
2020-04-27,7706.4,7810.99,7635.69,7789.77,15455.7361195,4.5079480072051235,-1.5241050637223343,1,0
2020-04-28,7789.77,7794.74,7672.0,7755.01,10984.76643504,4.39241146882672,-1.6096661798002063,1,1
2020-04-29,7757.18,8988.0,7720.0,8793.75,48689.75030108,6.122621418921746,-0.46164978265845835,1,0
2020-04-30,8794.99,9478.66,8407.0,8624.28,44843.9646793,5.1254244976184635,-1.1640450246884222,1,1
2020-05-01,8624.68,9075.98,8622.72,8829.42,21660.21988892,5.334082850473933,-1.0056442941214743,1,0
2020-05-02,8829.42,9025.0,8762.01,8985.58,10539.26528999,5.406071026838967,-0.9387056867120426,1,1
2020-05-03,8984.69,9203.52,8731.01,8909.95,17147.65372312,5.219795842181743,-1.0597483696069112,1,0
2020-05-04,8907.85,8970.0,8533.98,8883.53,18380.62654424,5.003604249706399,-1.193835137050923,1,1
2020-05-05,8887.81,9126.27,8769.69,9028.79,16392.29936609,5.240916377522783,-1.0023315871906204,1,0
2020-05-06,9028.78,9418.0,8922.13,9155.79,27650.87868274,5.38919650395562,-0.8691374941728127,1,1
2020-05-07,9155.79,10079.0,9028.89,10004.77,39447.57511824,6.540533119735612,-0.027628680771357477,1,0
2020-05-08,10000.37,10049.0,9730.0,9810.0,26363.71688893,5.964508275628748,-0.4143656232497813,1,1
2020-05-09,9810.01,9920.73,9521.0,9537.21,17931.1748552,5.277677836384493,-0.8950120888544973,1,0
2020-05-10,9537.21,9559.98,8106.7,8729.86,50909.84429757,2.9317348990713716,-2.5239777814814364,1,1
2020-05-11,8729.86,9182.66,8185.0,8572.4,39999.37731433,2.598436972276757,-2.775795185438847,2,0
2020-05-12,8572.4,8982.9,8534.85,8821.42,20219.23699186,2.830202530748361,-2.6033077363553643,1,1
2020-05-13,8821.41,9420.18,8803.97,9321.26,21357.63022841,3.5810588876586062,-2.0416239685140707,1,0
2020-05-14,9320.85,9943.93,9257.15,9795.34,28752.36041568,4.450011253675859,-1.3843880206213264,1,1
2020-05-15,9795.34,9849.0,9120.0,9312.1,25180.97967322,3.3767145010794524,-2.1427529307161337,1,0
2020-05-16,9312.1,9594.99,9215.01,9383.16,10782.32773503,3.540343216479175,-2.0201565185522834,1,1
2020-05-17,9380.01,9896.0,9325.81,9676.63,13540.66294076,4.039284271211541,-1.6400586865402722,1,0
2020-05-18,9677.45,9957.25,9436.97,9728.52,17710.29958398,4.043566901520855,-1.6115769733145864,1,1
2020-05-19,9728.52,9898.0,9463.22,9783.76,15229.62610784,4.061763050231616,-1.567148305831626,1,0
2020-05-20,9783.57,9836.99,9294.54,9509.41,16895.54925055,3.4127517235600187,-2.030314970813954,1,1
2020-05-21,9509.4,9568.0,8800.0,9061.96,28081.22890941,2.3058378863157696,-2.833527317946646,2,0
2020-05-22,9059.32,9267.34,8923.5,9168.84,13731.91887098,2.5404189809287576,-2.676359727112858,2,1
2020-05-23,9168.84,9313.83,9090.11,9181.76,6878.84791748,2.520587403710846,-2.6930573620404945,2,0
2020-05-24,9181.09,9306.23,8680.7,8715.73,13004.34567862,1.3041555861733454,-3.5987659455522047,2,1
2020-05-25,8715.69,8977.0,8632.93,8899.31,12328.24203695,1.574883420816692,-3.4218464046855877,2,0
2020-05-26,8900.0,9016.99,8694.23,8844.42,11507.43097855,1.2509347611942534,-3.675073223601404,2,1
2020-05-27,8844.41,9230.0,8811.46,9208.53,10936.67835282,2.170277642330399,-2.9934345179870827,2,0
2020-05-28,9208.53,9625.0,9112.0,9580.19,14511.07649252,3.1611276850504173,-2.256064305260951,1,1
2020-05-29,9580.01,9609.02,9330.01,9423.84,10415.42644355,2.8409725183445276,-2.4917106906209434,1,0
2020-05-30,9423.85,9764.0,9326.43,9700.33,10509.69814742,3.5833108740329247,-1.9291844817487196,1,1
2020-05-31,9700.32,9705.6,9369.58,9446.57,7944.71669301,2.795615568861571,-2.5040726255647563,1,0
2020-06-01,9445.83,10428.0,9417.42,10208.96,21676.60828748,4.62585549390211,-1.1730867554227884,1,1
2020-06-02,10208.96,10237.6,9270.0,9522.46,33220.58268645,2.909344588368423,-2.4237693925828565,1,0
2020-06-03,9521.53,9695.0,9385.22,9668.07,11446.72193696,3.3131051420270197,-2.1385819941859667,1,1
2020-06-04,9668.06,9888.0,9450.0,9788.03,12441.27298837,3.4789893734410517,-2.0082466508954635,1,0
2020-06-05,9791.96,9855.0,9585.44,9613.21,12495.89785858,3.1223793422873616,-2.273013765504006,1,1
2020-06-06,9613.42,9735.13,9526.03,9671.7,6501.31731671,3.2625378113792585,-2.172745978048188,1,0
2020-06-07,9670.28,9822.0,9370.0,9750.12,11628.94527829,3.290392309403345,-2.1393428485596555,1,1
2020-06-08,9750.12,9815.0,9632.79,9781.51,8533.83614916,3.339343777633622,-2.1064720214099757,1,0
2020-06-09,9781.51,9886.0,9567.33,9779.41,10329.87714811,3.297823547678324,-2.142076645769334,1,1
2020-06-10,9779.7,10018.67,9690.0,9894.04,12965.42597405,3.512809523007855,-1.980046627122242,1,0
2020-06-11,9894.35,9973.25,9050.0,9268.16,26779.8793933,1.415224138961178,-3.512628443184282,2,1
2020-06-12,9268.16,9552.87,9227.0,9464.17,10992.51647836,1.9384769930480645,-3.1447400667457974,2,0
2020-06-13,9464.71,9494.45,9346.0,9475.0,4581.79206303,1.7699126233220452,-3.2636830615243855,2,1
2020-06-14,9475.0,9481.0,9240.0,9325.0,4829.79726322,1.3100795236881433,-3.607507482203894,2,0
2020-06-15,9328.63,9499.0,8895.01,9432.53,18589.28586581,1.5044192336995401,-3.436891495334778,2,1
2020-06-16,9432.57,9592.04,9381.0,9526.25,10345.29526997,1.856947635940551,-3.174763287030278,2,0
2020-06-17,9526.25,9558.48,9227.03,9457.51,8937.92623229,1.655377102611241,-3.318405925377506,2,1
2020-06-18,9457.51,9482.66,9267.18,9376.14,6300.5664912,1.4628574505495824,-3.474958144919008,2,0
2020-06-19,9376.14,9430.0,9229.0,9301.91,7871.9637482,1.196381588218617,-3.6853004861092047,2,1
2020-06-20,9300.42,9391.71,9161.0,9355.74,6900.60934146,1.1456241676735845,-3.7247532222293844,2,0
2020-06-21,9355.74,9419.35,9273.0,9286.14,3088.66849893,0.9619676191423651,-3.8556508009344093,2,1
2020-06-22,9286.14,9792.0,9267.58,9690.74,11775.73858785,2.7452306896299303,-2.521749693072694,1,0
2020-06-23,9690.67,9724.53,9572.22,9623.56,7946.97355694,2.4693738238470746,-2.724284832624387,2,1
2020-06-24,9623.56,9663.38,9195.0,9285.91,13410.75869027,1.2495232610612872,-3.6261200984693835,2,0
2020-06-25,9285.94,9335.0,8979.07,9243.51,13529.05626726,1.0818074303640053,-3.7510860200195104,2,1
2020-06-26,9242.98,9291.73,9027.62,9155.42,10702.37319002,0.7611419496871489,-4.0075304880184195,2,0
2020-06-27,9155.42,9188.14,8815.01,9002.46,8507.26840968,0.0025636422750829595,-4.6109146748018635,2,1
2020-06-28,9002.38,9189.0,8931.77,9113.24,5537.7575057,0.41302411038403697,-4.315082609374536,2,0
2020-06-29,9113.23,9236.75,9014.0,9184.45,8658.42672493,0.6756162883882267,-4.124499965958655,2,1
2020-06-30,9188.79,9201.0,9059.6,9136.2,6820.86740899,0.5920969983981299,-4.193292146484871,2,0
2020-07-01,9135.91,9297.2,9088.0,9239.97,7550.15999655,1.068349779155002,-3.8331774757820836,2,1
2020-07-02,9239.41,9265.0,8938.0,9091.53,10774.18558946,0.4677614202327201,-4.276188015459338,2,0
2020-07-03,9091.98,9126.12,9036.74,9063.87,7738.46972112,0.2803023781720159,-4.429604968453838,2,1
2020-07-04,9059.73,9195.84,9039.84,9138.51,5300.78823324,0.5746913386056084,-4.219611861483666,2,0
2020-07-05,9138.51,9145.0,8905.84,9074.39,4601.32645918,0.17089252421339202,-4.517220334569425,2,1
2020-07-06,9074.37,9375.9,9061.59,9343.31,9959.28200198,1.6409755683617342,-3.427642524084808,2,0
2020-07-07,9343.31,9379.34,9201.57,9253.94,6326.83865418,1.324479750757354,-3.664634449193186,2,1
2020-07-08,9253.94,9475.0,9232.2,9435.28,10135.31536748,2.4394496119196503,-2.831554461558935,2,0
2020-07-09,9435.28,9446.62,9154.79,9236.95,8450.14110132,1.5700488609953664,-3.482376712397781,2,1
2020-07-10,9236.95,9322.23,9118.0,9291.05,6892.47061091,1.8640789423573703,-3.264053225123107,2,0
2020-07-11,9291.04,9303.04,9182.35,9235.0,3369.21728725,1.474186102833356,-3.562161100684827,2,1
2020-07-12,9235.0,9347.53,9159.33,9303.37,5419.21357745,1.858216714702865,-3.269066953141357,2,0
2020-07-13,9303.38,9339.61,9193.52,9236.92,8698.43618823,1.537653984253187,-3.513346743727178,2,1
2020-07-14,9236.91,9280.0,9100.0,9256.94,7497.56309216,1.622127638001679,-3.4339854698687775,2,0
2020-07-15,9256.94,9273.98,9154.01,9190.16,7196.32866271,1.2459338959298758,-3.7235400423780582,2,1
2020-07-16,9190.8,9216.02,9005.0,9130.11,8765.69858912,0.791788583450411,-4.051752745531345,2,0
2020-07-17,9130.93,9182.99,9054.99,9154.29,6423.74716202,0.8328258668309719,-4.026886039589479,2,1
2020-07-18,9154.29,9210.0,9122.65,9175.85,4121.62697417,0.8788899072694227,-4.003481087523323,2,0
2020-07-19,9175.83,9245.03,9105.37,9212.87,3520.07247613,1.0750790023414178,-3.856459100930361,2,1
2020-07-20,9214.01,9223.51,9131.0,9161.05,5815.33084221,0.7085563725388325,-4.13867708205819,2,0
2020-07-21,9161.05,9438.0,9157.04,9394.14,9603.9151125,2.389977781063988,-2.8704059524655925,2,1
2020-07-22,9394.14,9567.77,9277.0,9536.18,10362.35264843,3.489770494126343,-2.0153679766189825,1,0
2020-07-23,9536.2,9686.0,9450.04,9613.24,12992.9719195,3.7455138625247972,-1.8230495132093223,1,1
2020-07-24,9613.24,9645.55,9475.7,9551.21,9798.89346586,3.4081946840275257,-2.0767798240782045,1,0
2020-07-25,9551.21,9747.76,9536.64,9711.33,6973.11089437,3.931327881569002,-1.680472283881008,1,1
2020-07-26,9711.79,10150.0,9661.35,9941.0,11615.0460936,4.527161372725588,-1.303687981258022,1,0
2020-07-27,9941.0,11420.0,9935.0,11048.91,41850.57309953,6.0762012133694885,-0.22261707264512512,1,1
2020-07-28,11048.05,11259.0,10575.0,10934.23,26011.37513947,5.255905798318398,-0.7873470639134961,1,0
2020-07-29,10934.22,11350.0,10843.47,11110.12,18556.27794282,5.445117745985465,-0.6318639063545465,1,1
2020-07-30,11108.16,11188.65,10811.0,11115.95,12408.70410754,5.299433165660256,-0.7144420142817981,1,0
2020-07-31,11115.99,11460.0,10975.0,11351.62,15747.02174952,5.730679363633468,-0.3837993342207702,1,1
2020-08-01,11351.61,11888.0,11237.82,11810.07,18293.12524307,6.161773488403507,-0.057607193474867785,1,0
2020-08-02,11810.07,12134.29,10546.15,11068.54,28118.42911355,4.072137504373928,-1.5132420030517144,1,1
2020-08-03,11067.46,11486.6,10911.74,11233.13,13783.34037417,4.322940990176928,-1.3258907786883172,1,0
2020-08-04,11233.16,11417.11,11006.16,11197.04,12074.47851394,4.116956189549038,-1.4599396053760492,1,1
2020-08-05,11197.05,11798.87,11073.7,11756.75,16637.78082145,5.220893097788155,-0.63337700557915,1,0
2020-08-06,11756.75,11916.68,11580.19,11773.89,18053.08146864,5.0616036146706085,-0.7273224367703801,1,1
2020-08-07,11773.89,11920.0,11350.0,11606.52,23761.51075422,4.587087108804079,-1.0436079180730977,1,0
2020-08-08,11606.52,11818.18,11529.45,11774.98,7315.88456116,4.776844692985826,-0.8916691669794059,1,1
2020-08-09,11773.24,11810.24,11532.04,11688.48,7595.96106535,4.459335865773611,-1.106332452229182,1,0
2020-08-10,11688.25,12086.22,11470.01,11899.73,22152.58893673,4.771952116950829,-0.8617804282534323,1,1
2020-08-11,11899.87,11943.0,11120.0,11388.53,20706.60991744,3.290084264220032,-1.9160793305924313,1,0
2020-08-12,11388.88,11625.0,11148.54,11566.45,12809.98917913,3.614142564022933,-1.6725024625435587,1,1
2020-08-13,11566.44,11802.09,11274.14,11795.95,15369.40392513,3.976876499069377,-1.384083250370043,1,0
2020-08-14,11795.95,11865.97,11651.24,11779.0,13797.82000137,3.965882340399126,-1.3728507986974292,1,1
2020-08-15,11777.5,11989.98,11688.0,11859.24,12567.03859346,4.073575672829834,-1.2768925651058778,1,0
2020-08-16,11860.02,11940.0,11686.53,11918.84,8911.25397878,4.038667460558124,-1.268653138886738,1,1
2020-08-17,11918.84,12486.61,11775.0,12304.26,23814.66050181,4.8265266313550965,-0.6951604911070274,1,0
2020-08-18,12303.98,12400.0,11825.0,11950.0,18628.91287504,3.852947038177071,-1.3979111175976533,1,1
2020-08-19,11954.22,12024.83,11569.0,11758.87,16646.31489492,3.237448835770083,-1.8356089055678841,1,0
2020-08-20,11758.87,11892.16,11671.48,11864.26,8801.17750309,3.451276870862631,-1.6647274160372731,1,1
2020-08-21,11864.26,11884.99,11480.0,11529.22,14865.37875873,2.430017694010587,-2.4210715531279248,1,0
2020-08-22,11529.99,11693.16,11370.0,11672.93,7946.02465327,2.6634572669990946,-2.2290618945487126,1,1
2020-08-23,11672.92,11715.0,11525.62,11650.01,5516.17048181,2.4962264727203887,-2.354698845148737,1,0
2020-08-24,11650.01,11823.62,11592.91,11753.85,7253.01922609,2.8044008957534907,-2.124531147529951,1,1
2020-08-25,11753.26,11769.76,11102.73,11324.92,14348.63533296,1.4126553136807416,-3.1475381178986135,2,0
2020-08-26,11324.92,11539.99,11254.89,11463.27,9124.5541845,1.7606194185024948,-2.9076872836698273,2,1
2020-08-27,11463.27,11597.92,11125.0,11330.06,13517.39421459,1.2193282787020365,-3.3133046853174366,2,0
2020-08-28,11330.56,11550.51,11282.09,11535.0,10373.89590327,1.772930121192592,-2.9055806371135158,2,1
2020-08-29,11535.0,11580.0,11422.21,11474.31,5417.54146196,1.5830450331417403,-3.0578643131318124,2,0
2020-08-30,11474.3,11720.0,11463.87,11716.01,5594.22582376,2.3565497012081735,-2.4864994935514106,2,1
2020-08-31,11716.0,11784.66,11576.0,11655.0,9123.59353747,2.1825741916149695,-2.6187861391416667,2,0
2020-09-01,11655.0,12086.0,11525.09,11924.22,16057.64432384,3.3185047887512744,-1.772903040936226,1,1
2020-09-02,11924.22,11950.0,11160.0,11395.48,19721.44316904,1.5014773426782169,-3.129680851215464,2,0
2020-09-03,11395.49,11474.99,10005.0,10172.52,30364.24398441,-0.7947704183229569,-4.8910505702799165,2,1
2020-09-04,10172.13,10638.34,9895.22,10500.05,23366.46467779,0.020200209316366288,-4.324934962681101,2,0
2020-09-05,10500.05,10564.8,9813.0,10168.36,22450.75807716,-0.4824183557204508,-4.715791045214113,2,1
2020-09-06,10169.58,10358.88,10000.0,10257.86,9516.19303239,-0.1328428165798969,-4.487365534253275,2,0
2020-09-07,10258.67,10410.9,9880.0,10375.0,11996.92866276,0.09015696237027354,-4.329537533045727,2,1
2020-09-08,10375.0,10440.91,9819.83,10125.69,15768.31017626,-0.2625615314557912,-4.606483316331986,2,0
2020-09-09,10126.41,10349.99,9983.34,10224.56,9645.50409232,-0.005535675264586824,-4.443229214561969,2,1
2020-09-10,10224.56,10489.0,10216.41,10343.23,11237.01908035,0.23352236787000988,-4.285437515138164,2,0
2020-09-11,10344.24,10411.44,10200.0,10394.41,7200.29156246,0.2700706638344801,-4.27186904193245,2,1
2020-09-12,10394.41,10483.23,10276.19,10446.52,6495.30033616,0.15815820681805184,-4.36986628398566,2,0
2020-09-13,10446.52,10582.36,10211.0,10336.76,10442.19360563,-0.012691581442079766,-4.509271457199158,2,1
2020-09-14,10336.76,10760.62,10253.0,10679.95,13532.95018331,1.048320953976901,-3.736725998870925,2,0
2020-09-15,10678.41,10950.0,10613.18,10783.75,12634.3292873,1.3784112699095397,-3.4931050121958096,2,1
